Id	Part2B	Part2T	Part1	Scope	Language_Type	Ref_Name	Comment
frt				I	L	Fortsenal	
fry	fry	fry	fy	I	L	Western Frisian	
fse				I	L	Finnish Sign Language	
fsl				I	L	French Sign Language	
fss				I	L	Finland-Swedish Sign Language	
fub				I	L	Adamawa Fulfulde	
fuc				I	L	Pulaar	
fud				I	L	East Futuna	
fue				I	L	Borgu Fulfulde	
fuf				I	L	Pular	
fuh				I	L	Western Niger Fulfulde	
fui				I	L	Bagirmi Fulfulde	
fuj				I	L	Ko	
ful	ful	ful	ff	M	L	Fulah	
fum				I	L	Fum	
fun				I	L	Fulniô	
fuq				I	L	Central-Eastern Niger Fulfulde	
fur	fur	fur		I	L	Friulian	
fut				I	L	Futuna-Aniwa	
fuu				I	L	Furu	
fuv				I	L	Nigerian Fulfulde	
fuy				I	L	Fuyug	
fvr				I	L	Fur	
fwa				I	L	Fwâi	
fwe				I	L	Fwe	
gaa	gaa	gaa		I	L	Ga	
gab				I	L	Gabri	
gac				I	L	Mixed Great Andamanese	
gad				I	L	Gaddang	
gae				I	L	Guarequena	
gaf				I	L	Gende	
gag				I	L	Gagauz	
gah				I	L	Alekano	
gai				I	L	Borei	
gaj				I	L	Gadsup	
gak				I	L	Gamkonora	
gal				I	L	Galolen	
gam				I	L	Kandawo	
gan				I	L	Gan Chinese	
gao				I	L	Gants	
gap				I	L	Gal	
gaq				I	L	Gata'	
gar				I	L	Galeya	
gas				I	L	Adiwasi Garasia	
gat				I	L	Kenati	
gau				I	L	Mudhili Gadaba	
gaw				I	L	Nobonob	
gax				I	L	Borana-Arsi-Guji Oromo	
gay	gay	gay		I	L	Gayo	
gaz				I	L	West Central Oromo	
gba	gba	gba		M	L	Gbaya (Central African Republic)	
gbb				I	L	Kaytetye	
gbd				I	L	Karajarri	
gbe				I	L	Niksek	
gbf				I	L	Gaikundi	
gbg				I	L	Gbanziri	
gbh				I	L	Defi Gbe	
gbi				I	L	Galela	
gbj				I	L	Bodo Gadaba	
gbk				I	L	Gaddi	
gbl				I	L	Gamit	
gbm				I	L	Garhwali	
gbn				I	L	Mo'da	
gbo				I	L	Northern Grebo	
gbp				I	L	Gbaya-Bossangoa	
gbq				I	L	Gbaya-Bozoum	
gbr				I	L	Gbagyi	
gbs				I	L	Gbesi Gbe	
gbu				I	L	Gagadu	
gbv				I	L	Gbanu	
gbw				I	L	Gabi-Gabi	
gbx				I	L	Eastern Xwla Gbe	
gby				I	L	Gbari	
gbz				I	L	Zoroastrian Dari	
gcc				I	L	Mali	
gcd				I	E	Ganggalida	
gce				I	E	Galice	
gcf				I	L	Guadeloupean Creole French	
gcl				I	L	Grenadian Creole English	
gcn				I	L	Gaina	
gcr				I	L	Guianese Creole French	
gct				I	L	Colonia Tovar German	
gda				I	L	Gade Lohar	
gdb				I	L	Pottangi Ollar Gadaba	
gdc				I	E	Gugu Badhun	
gdd				I	L	Gedaged	
gde				I	L	Gude	
gdf				I	L	Guduf-Gava	
gdg				I	L	Ga'dang	
gdh				I	L	Gadjerawang	
gdi				I	L	Gundi	
gdj				I	L	Gurdjar	
gdk				I	L	Gadang	
gdl				I	L	Dirasha	
gdm				I	L	Laal	
gdn				I	L	Umanakaina	
gdo				I	L	Ghodoberi	
gdq				I	L	Mehri	
gdr				I	L	Wipi	
gds				I	L	Ghandruk Sign Language	
gdt				I	E	Kungardutyi	
gdu				I	L	Gudu	
gdx				I	L	Godwari	
gea				I	L	Geruma	
geb				I	L	Kire	
gec				I	L	Gboloo Grebo	
ged				I	L	Gade	
gef				I	L	Gerai	
geg				I	L	Gengle	
geh				I	L	Hutterite German	
gei				I	L	Gebe	
gej				I	L	Gen	
gek				I	L	Ywom	
gel				I	L	ut-Ma'in	
geq				I	L	Geme	
ges				I	L	Geser-Gorom	
gev				I	L	Eviya	
gew				I	L	Gera	
gex				I	L	Garre	
gey				I	L	Enya	
gez	gez	gez		I	A	Geez	
gfk				I	L	Patpatar	
gft				I	E	Gafat	
gga				I	L	Gao	
ggb				I	L	Gbii	
ggd				I	E	Gugadj	
gge				I	L	Gurr-goni	
ggg				I	L	Gurgula	
ggk				I	E	Kungarakany	
ggl				I	L	Ganglau	
ggt				I	L	Gitua	
ggu				I	L	Gagu	
ggw				I	L	Gogodala	
gha				I	L	Ghadamès	
ghc				I	H	Hiberno-Scottish Gaelic	
ghe				I	L	Southern Ghale	
ghh				I	L	Northern Ghale	
ghk				I	L	Geko Karen	
ghl				I	L	Ghulfan	
ghn				I	L	Ghanongga	
gho				I	E	Ghomara	
ghr				I	L	Ghera	
ghs				I	L	Guhu-Samane	
ght				I	L	Kuke	
gia				I	L	Kija	
gib				I	L	Gibanawa	
gic				I	L	Gail	
gid				I	L	Gidar	
gie				I	L	Gaɓogbo	
gig				I	L	Goaria	
gih				I	L	Githabul	
gil	gil	gil		I	L	Gilbertese	
gim				I	L	Gimi (Eastern Highlands)	
gin				I	L	Hinukh	
gip				I	L	Gimi (West New Britain)	
giq				I	L	Green Gelao	
gir				I	L	Red Gelao	
gis				I	L	North Giziga	
git				I	L	Gitxsan	
giu				I	L	Mulao	
giw				I	L	White Gelao	
gix				I	L	Gilima	
giy				I	L	Giyug	
giz				I	L	South Giziga	
gji				I	L	Geji	
gjk				I	L	Kachi Koli	
gjm				I	E	Gunditjmara	
gjn				I	L	Gonja	
gjr				I	L	Gurindji Kriol	
gju				I	L	Gujari	
gka				I	L	Guya	
gkd				I	L	Magɨ (Madang Province)	
gke				I	L	Ndai	
gkn				I	L	Gokana	
gko				I	E	Kok-Nar	
gkp				I	L	Guinea Kpelle	
gku				I	E	ǂUngkue	
gla	gla	gla	gd	I	L	Scottish Gaelic	
glc				I	L	Bon Gula	
gld				I	L	Nanai	
gle	gle	gle	ga	I	L	Irish	
glg	glg	glg	gl	I	L	Galician	
glh				I	L	Northwest Pashai	
glj				I	L	Gula Iro	
glk				I	L	Gilaki	
gll				I	E	Garlali	
glo				I	L	Galambu	
glr				I	L	Glaro-Twabo	
glu				I	L	Gula (Chad)	
glv	glv	glv	gv	I	L	Manx	
glw				I	L	Glavda	
gly				I	E	Gule	
gma				I	E	Gambera	
gmb				I	L	Gula'alaa	
gmd				I	L	Mághdì	
gmg				I	L	Magɨyi	
gmh	gmh	gmh		I	H	Middle High German (ca. 1050-1500)	
gml				I	H	Middle Low German	
gmm				I	L	Gbaya-Mbodomo	
gmn				I	L	Gimnime	
gmr				I	L	Mirning	
gmu				I	L	Gumalu	
gmv				I	L	Gamo	
gmx				I	L	Magoma	
gmy				I	A	Mycenaean Greek	
gmz				I	L	Mgbolizhia	
gna				I	L	Kaansa	
gnb				I	L	Gangte	
gnc				I	E	Guanche	
gnd				I	L	Zulgo-Gemzek	
gne				I	L	Ganang	
gng				I	L	Ngangam	
gnh				I	L	Lere	
gni				I	L	Gooniyandi	
gnj				I	L	Ngen	
gnk				I	L	ǁGana	
gnl				I	E	Gangulu	
gnm				I	L	Ginuman	
gnn				I	L	Gumatj	
gno				I	L	Northern Gondi	
gnq				I	L	Gana	
gnr				I	E	Gureng Gureng	
gnt				I	L	Guntai	
gnu				I	L	Gnau	
gnw				I	L	Western Bolivian Guaraní	
gnz				I	L	Ganzi	
goa				I	L	Guro	
gob				I	L	Playero	
goc				I	L	Gorakor	
god				I	L	Godié	
goe				I	L	Gongduk	
gof				I	L	Gofa	
gog				I	L	Gogo	
goh	goh	goh		I	H	Old High German (ca. 750-1050)	
goi				I	L	Gobasi	
goj				I	L	Gowlan	
gok				I	L	Gowli	
gol				I	L	Gola	
gom				I	L	Goan Konkani	
gon	gon	gon		M	L	Gondi	
goo				I	L	Gone Dau	
gop				I	L	Yeretuar	
goq				I	L	Gorap	
gor	gor	gor		I	L	Gorontalo	
gos				I	L	Gronings	
got	got	got		I	A	Gothic	
gou				I	L	Gavar	
gow				I	L	Gorowa	
gox				I	L	Gobu	
goy				I	L	Goundo	
goz				I	L	Gozarkhani	
gpa				I	L	Gupa-Abawa	
gpe				I	L	Ghanaian Pidgin English	
gpn				I	L	Taiap	
gqa				I	L	Ga'anda	
gqi				I	L	Guiqiong	
gqn				I	E	Guana (Brazil)	
gqr				I	L	Gor	
gqu				I	L	Qau	
gra				I	L	Rajput Garasia	
grb	grb	grb		M	L	Grebo	
grc	grc	grc		I	H	Ancient Greek (to 1453)	
grd				I	L	Guruntum-Mbaaru	
grg				I	L	Madi	
grh				I	L	Gbiri-Niragu	
gri				I	L	Ghari	
grj				I	L	Southern Grebo	
grm				I	L	Kota Marudu Talantang	
grn	grn	grn	gn	M	L	Guarani	
gro				I	L	Groma	
grq				I	L	Gorovu	
grr				I	L	Taznatit	
grs				I	L	Gresi	
grt				I	L	Garo	
gru				I	L	Kistane	
grv				I	L	Central Grebo	
grw				I	L	Gweda	
grx				I	L	Guriaso	
gry				I	L	Barclayville Grebo	
grz				I	L	Guramalum	
gse				I	L	Ghanaian Sign Language	
gsg				I	L	German Sign Language	
gsl				I	L	Gusilay	
gsm				I	L	Guatemalan Sign Language	
gsn				I	L	Nema	
gso				I	L	Southwest Gbaya	
gsp				I	L	Wasembo	
gss				I	L	Greek Sign Language	
gsw	gsw	gsw		I	L	Swiss German	
gta				I	L	Guató	
gtu				I	E	Aghu-Tharnggala	
gua				I	L	Shiki	
gub				I	L	Guajajára	
guc				I	L	Wayuu	
gud				I	L	Yocoboué Dida	
gue				I	L	Gurindji	
guf				I	L	Gupapuyngu	
gug				I	L	Paraguayan Guaraní	
guh				I	L	Guahibo	
gui				I	L	Eastern Bolivian Guaraní	
guj	guj	guj	gu	I	L	Gujarati	
guk				I	L	Gumuz	
gul				I	L	Sea Island Creole English	
gum				I	L	Guambiano	
gun				I	L	Mbyá Guaraní	
guo				I	L	Guayabero	
gup				I	L	Gunwinggu	
guq				I	L	Aché	
gur				I	L	Farefare	
gus				I	L	Guinean Sign Language	
gut				I	L	Maléku Jaíka	
guu				I	L	Yanomamö	
guw				I	L	Gun	
gux				I	L	Gourmanchéma	
guz				I	L	Gusii	
gva				I	L	Guana (Paraguay)	
gvc				I	L	Guanano	
gve				I	L	Duwet	
gvf				I	L	Golin	
gvj				I	L	Guajá	
gvl				I	L	Gulay	
gvm				I	L	Gurmana	
gvn				I	L	Kuku-Yalanji	
gvo				I	L	Gavião Do Jiparaná	
gvp				I	L	Pará Gavião	
gvr				I	L	Gurung	
gvs				I	L	Gumawana	
gvy				I	E	Guyani	
gwa				I	L	Mbato	
gwb				I	L	Gwa	
gwc				I	L	Gawri	
gwd				I	L	Gawwada	
gwe				I	L	Gweno	
gwf				I	L	Gowro	
gwg				I	L	Moo	
gwi	gwi	gwi		I	L	Gwichʼin	
gwj				I	L	ǀGwi	
gwm				I	E	Awngthim	
gwn				I	L	Gwandara	
gwr				I	L	Gwere	
gwt				I	L	Gawar-Bati	
gwu				I	E	Guwamu	
gww				I	L	Kwini	
gwx				I	L	Gua	
gxx				I	L	Wè Southern	
gya				I	L	Northwest Gbaya	
gyb				I	L	Garus	
gyd				I	L	Kayardild	
gye				I	L	Gyem	
gyf				I	E	Gungabula	
gyg				I	L	Gbayi	
gyi				I	L	Gyele	
gyl				I	L	Gayil	
gym				I	L	Ngäbere	
gyn				I	L	Guyanese Creole English	
gyo				I	L	Gyalsumdo	
gyr				I	L	Guarayu	
gyy				I	E	Gunya	
gza				I	L	Ganza	
gzi				I	L	Gazi	
gzn				I	L	Gane	
haa				I	L	Han	
hab				I	L	Hanoi Sign Language	
hac				I	L	Gurani	
had				I	L	Hatam	
hae				I	L	Eastern Oromo	
haf				I	L	Haiphong Sign Language	
hag				I	L	Hanga	
hah				I	L	Hahon	
hai	hai	hai		M	L	Haida	
haj				I	L	Hajong	
hak				I	L	Hakka Chinese	
hal				I	L	Halang	
ham				I	L	Hewa	
han				I	L	Hangaza	
hao				I	L	Hakö	
hap				I	L	Hupla	
haq				I	L	Ha	
har				I	L	Harari	
has				I	L	Haisla	
hat	hat	hat	ht	I	L	Haitian	
hau	hau	hau	ha	I	L	Hausa	
hav				I	L	Havu	
haw	haw	haw		I	L	Hawaiian	
hax				I	L	Southern Haida	
hay				I	L	Haya	
haz				I	L	Hazaragi	
hba				I	L	Hamba	
hbb				I	L	Huba	
hbn				I	L	Heiban	
hbo				I	H	Ancient Hebrew	
hbs			sh	M	L	Serbo-Croatian	Code element for 639-1 has been deprecated
hbu				I	L	Habu	
hca				I	L	Andaman Creole Hindi	
hch				I	L	Huichol	
hdn				I	L	Northern Haida	
hds				I	L	Honduras Sign Language	
hdy				I	L	Hadiyya	
hea				I	L	Northern Qiandong Miao	
heb	heb	heb	he	I	L	Hebrew	
hed				I	L	Herdé	
heg				I	L	Helong	
heh				I	L	Hehe	
hei				I	L	Heiltsuk	
hem				I	L	Hemba	
her	her	her	hz	I	L	Herero	
hgm				I	L	Haiǁom	
hgw				I	L	Haigwai	
hhi				I	L	Hoia Hoia	
hhr				I	L	Kerak	
hhy				I	L	Hoyahoya	
hia				I	L	Lamang	
hib				I	E	Hibito	
hid				I	L	Hidatsa	
hif				I	L	Fiji Hindi	
hig				I	L	Kamwe	
hih				I	L	Pamosu	
hii				I	L	Hinduri	
hij				I	L	Hijuk	
hik				I	L	Seit-Kaitetu	
hil	hil	hil		I	L	Hiligaynon	
hin	hin	hin	hi	I	L	Hindi	
hio				I	L	Tsoa	
hir				I	L	Himarimã	
hit	hit	hit		I	A	Hittite	
hiw				I	L	Hiw	
hix				I	L	Hixkaryána	
hji				I	L	Haji	
hka				I	L	Kahe	
hke				I	L	Hunde	
hkk				I	L	Hunjara-Kaina Ke	
hkn				I	L	Mel-Khaonh	
hks				I	L	Hong Kong Sign Language	
hla				I	L	Halia	
hlb				I	L	Halbi	
hld				I	L	Halang Doan	
hle				I	L	Hlersu	
hlt				I	L	Matu Chin	
hlu				I	A	Hieroglyphic Luwian	
hma				I	L	Southern Mashan Hmong	
hmb				I	L	Humburi Senni Songhay	
hmc				I	L	Central Huishui Hmong	
hmd				I	L	Large Flowery Miao	
hme				I	L	Eastern Huishui Hmong	
hmf				I	L	Hmong Don	
hmg				I	L	Southwestern Guiyang Hmong	
hmh				I	L	Southwestern Huishui Hmong	
hmi				I	L	Northern Huishui Hmong	
hmj				I	L	Ge	
hmk				I	A	Maek	
hml				I	L	Luopohe Hmong	
hmm				I	L	Central Mashan Hmong	
hmn	hmn	hmn		M	L	Hmong	
hmo	hmo	hmo	ho	I	L	Hiri Motu	
hmp				I	L	Northern Mashan Hmong	
hmq				I	L	Eastern Qiandong Miao	
hmr				I	L	Hmar	
hms				I	L	Southern Qiandong Miao	
hmt				I	L	Hamtai	
hmu				I	L	Hamap	
hmv				I	L	Hmong Dô	
hmw				I	L	Western Mashan Hmong	
hmy				I	L	Southern Guiyang Hmong	
hmz				I	L	Hmong Shua	
hna				I	L	Mina (Cameroon)	
hnd				I	L	Southern Hindko	
hne				I	L	Chhattisgarhi	
hng				I	L	Hungu	
hnh				I	L	ǁAni	
hni				I	L	Hani	
hnj				I	L	Hmong Njua	
hnn				I	L	Hanunoo	
hno				I	L	Northern Hindko	
hns				I	L	Caribbean Hindustani	
hnu				I	L	Hung	
hoa				I	L	Hoava	
hob				I	L	Mari (Madang Province)	
hoc				I	L	Ho	
hod				I	E	Holma	
hoe				I	L	Horom	
hoh				I	L	Hobyót	
hoi				I	L	Holikachuk	
hoj				I	L	Hadothi	
hol				I	L	Holu	
hom				I	E	Homa	
hoo				I	L	Holoholo	
hop				I	L	Hopi	
hor				I	E	Horo	
hos				I	L	Ho Chi Minh City Sign Language	
hot				I	L	Hote	
hov				I	L	Hovongan	
how				I	L	Honi	
hoy				I	L	Holiya	
hoz				I	L	Hozo	
hpo				I	E	Hpon	
hps				I	L	Hawai'i Sign Language (HSL)	
hra				I	L	Hrangkhol	
hrc				I	L	Niwer Mil	
hre				I	L	Hre	
hrk				I	L	Haruku	
hrm				I	L	Horned Miao	
hro				I	L	Haroi	
hrp				I	E	Nhirrpi	
hrt				I	L	Hértevin	
hru				I	L	Hruso	
hrv	hrv	hrv	hr	I	L	Croatian	
hrw				I	L	Warwar Feni	
hrx				I	L	Hunsrik	
hrz				I	L	Harzani	
hsb	hsb	hsb		I	L	Upper Sorbian	
hsh				I	L	Hungarian Sign Language	
hsl				I	L	Hausa Sign Language	
hsn				I	L	Xiang Chinese	
hss				I	L	Harsusi	
hti				I	E	Hoti	
hto				I	L	Minica Huitoto	
hts				I	L	Hadza	
htu				I	L	Hitu	
htx				I	A	Middle Hittite	
hub				I	L	Huambisa	
huc				I	L	ǂHua	
hud				I	L	Huaulu	
hue				I	L	San Francisco Del Mar Huave	
huf				I	L	Humene	
hug				I	L	Huachipaeri	
huh				I	L	Huilliche	
hui				I	L	Huli	
huj				I	L	Northern Guiyang Hmong	
huk				I	E	Hulung	
hul				I	L	Hula	
hum				I	L	Hungana	
hun	hun	hun	hu	I	L	Hungarian	
huo				I	L	Hu	
hup	hup	hup		I	L	Hupa	
huq				I	L	Tsat	
hur				I	L	Halkomelem	
hus				I	L	Huastec	
hut				I	L	Humla	
huu				I	L	Murui Huitoto	
huv				I	L	San Mateo Del Mar Huave	
huw				I	E	Hukumina	
hux				I	L	Nüpode Huitoto	
huy				I	L	Hulaulá	
huz				I	L	Hunzib	
hvc				I	L	Haitian Vodoun Culture Language	
hve				I	L	San Dionisio Del Mar Huave	
hvk				I	L	Haveke	
hvn				I	L	Sabu	
hvv				I	L	Santa María Del Mar Huave	
hwa				I	L	Wané	
hwc				I	L	Hawai'i Creole English	
hwo				I	L	Hwana	
hya				I	L	Hya	
hye	arm	hye	hy	I	L	Armenian	
hyw				I	L	Western Armenian	
iai				I	L	Iaai	
ian				I	L	Iatmul	
iar				I	L	Purari	
iba	iba	iba		I	L	Iban	
ibb				I	L	Ibibio	
ibd				I	L	Iwaidja	
ibe				I	L	Akpes	
ibg				I	L	Ibanag	
ibh				I	L	Bih	
ibl				I	L	Ibaloi	
ibm				I	L	Agoi	
ibn				I	L	Ibino	
ibo	ibo	ibo	ig	I	L	Igbo	
ibr				I	L	Ibuoro	
ibu				I	L	Ibu	
iby				I	L	Ibani	
ica				I	L	Ede Ica	
ich				I	L	Etkywan	
icl				I	L	Icelandic Sign Language	
icr				I	L	Islander Creole English	
ida				I	L	Idakho-Isukha-Tiriki	
idb				I	L	Indo-Portuguese	
idc				I	L	Idon	
idd				I	L	Ede Idaca	
ide				I	L	Idere	
idi				I	L	Idi	
ido	ido	ido	io	I	C	Ido	
idr				I	L	Indri	
ids				I	L	Idesa	
idt				I	L	Idaté	
idu				I	L	Idoma	
ifa				I	L	Amganad Ifugao	
ifb				I	L	Batad Ifugao	
ife				I	L	Ifè	
iff				I	E	Ifo	
ifk				I	L	Tuwali Ifugao	
ifm				I	L	Teke-Fuumu	
ifu				I	L	Mayoyao Ifugao	
ify				I	L	Keley-I Kallahan	
igb				I	L	Ebira	
ige				I	L	Igede	
igg				I	L	Igana	
igl				I	L	Igala	
igm				I	L	Kanggape	
ign				I	L	Ignaciano	
igo				I	L	Isebe	
igs				I	C	Interglossa	
igw				I	L	Igwe	
ihb				I	L	Iha Based Pidgin	
ihi				I	L	Ihievbe	
ihp				I	L	Iha	
ihw				I	E	Bidhawal	
iii	iii	iii	ii	I	L	Sichuan Yi	
iin				I	E	Thiin	
ijc				I	L	Izon	
ije				I	L	Biseni	
ijj				I	L	Ede Ije	
ijn				I	L	Kalabari	
ijs				I	L	Southeast Ijo	
ike				I	L	Eastern Canadian Inuktitut	
iki				I	L	Iko	
ikk				I	L	Ika	
ikl				I	L	Ikulu	
iko				I	L	Olulumo-Ikom	
ikp				I	L	Ikpeshi	
ikr				I	E	Ikaranggal	
iks				I	L	Inuit Sign Language	
ikt				I	L	Inuinnaqtun	
iku	iku	iku	iu	M	L	Inuktitut	
ikv				I	L	Iku-Gora-Ankwa	
ikw				I	L	Ikwere	
ikx				I	L	Ik	
ikz				I	L	Ikizu	
ila				I	L	Ile Ape	
ilb				I	L	Ila	
ile	ile	ile	ie	I	C	Interlingue	
ilg				I	E	Garig-Ilgar	
ili				I	L	Ili Turki	
ilk				I	L	Ilongot	
ilm				I	L	Iranun (Malaysia)	
ilo	ilo	ilo		I	L	Iloko	
ilp				I	L	Iranun (Philippines)	
ils				I	L	International Sign	
ilu				I	L	Ili'uun	
ilv				I	L	Ilue	
ima				I	L	Mala Malasar	
imi				I	L	Anamgura	
iml				I	E	Miluk	
imn				I	L	Imonda	
imo				I	L	Imbongu	
imr				I	L	Imroing	
ims				I	A	Marsian	
imy				I	A	Milyan	
ina	ina	ina	ia	I	C	Interlingua (International Auxiliary Language Association)	
inb				I	L	Inga	
ind	ind	ind	id	I	L	Indonesian	
ing				I	L	Degexit'an	
inh	inh	inh		I	L	Ingush	
inj				I	L	Jungle Inga	
inl				I	L	Indonesian Sign Language	
inm				I	A	Minaean	
inn				I	L	Isinai	
ino				I	L	Inoke-Yate	
inp				I	L	Iñapari	
ins				I	L	Indian Sign Language	
int				I	L	Intha	
inz				I	E	Ineseño	
ior				I	L	Inor	
iou				I	L	Tuma-Irumu	
iow				I	E	Iowa-Oto	
ipi				I	L	Ipili	
ipk	ipk	ipk	ik	M	L	Inupiaq	
ipo				I	L	Ipiko	
iqu				I	L	Iquito	
iqw				I	L	Ikwo	
ire				I	L	Iresim	
irh				I	L	Irarutu	
iri				I	L	Rigwe	
irk				I	L	Iraqw	
irn				I	L	Irántxe	
irr				I	L	Ir	
iru				I	L	Irula	
irx				I	L	Kamberau	
iry				I	L	Iraya	
isa				I	L	Isabi	
isc				I	L	Isconahua	
isd				I	L	Isnag	
ise				I	L	Italian Sign Language	
isg				I	L	Irish Sign Language	
ish				I	L	Esan	
isi				I	L	Nkem-Nkum	
isk				I	L	Ishkashimi	
isl	ice	isl	is	I	L	Icelandic	
ism				I	L	Masimasi	
isn				I	L	Isanzu	
iso				I	L	Isoko	
isr				I	L	Israeli Sign Language	
ist				I	L	Istriot	
isu				I	L	Isu (Menchum Division)	
ita	ita	ita	it	I	L	Italian	
itb				I	L	Binongan Itneg	
itd				I	L	Southern Tidung	
ite				I	E	Itene	
iti				I	L	Inlaod Itneg	
itk				I	L	Judeo-Italian	
itl				I	L	Itelmen	
itm				I	L	Itu Mbon Uzo	
ito				I	L	Itonama	
itr				I	L	Iteri	
its				I	L	Isekiri	
itt				I	L	Maeng Itneg	
itv				I	L	Itawit	
itw				I	L	Ito	
itx				I	L	Itik	
ity				I	L	Moyadan Itneg	
itz				I	L	Itzá	
ium				I	L	Iu Mien	
ivb				I	L	Ibatan	
ivv				I	L	Ivatan	
iwk				I	L	I-Wak	
iwm				I	L	Iwam	
iwo				I	L	Iwur	
iws				I	L	Sepik Iwam	
ixc				I	L	Ixcatec	
ixl				I	L	Ixil	
iya				I	L	Iyayu	
iyo				I	L	Mesaka	
iyx				I	L	Yaka (Congo)	
izh				I	L	Ingrian	
izr				I	L	Izere	
izz				I	L	Izii	
jaa				I	L	Jamamadí	
jab				I	L	Hyam	
jac				I	L	Popti'	
jad				I	L	Jahanka	
jae				I	L	Yabem	
jaf				I	L	Jara	
jah				I	L	Jah Hut	
jaj				I	L	Zazao	
jak				I	L	Jakun	
jal				I	L	Yalahatan	
jam				I	L	Jamaican Creole English	
jan				I	E	Jandai	
jao				I	L	Yanyuwa	
jaq				I	L	Yaqay	
jas				I	L	New Caledonian Javanese	
jat				I	L	Jakati	
jau				I	L	Yaur	
jav	jav	jav	jv	I	L	Javanese	
jax				I	L	Jambi Malay	
jay				I	L	Yan-nhangu	
jaz				I	L	Jawe	
jbe				I	L	Judeo-Berber	
jbi				I	E	Badjiri	
jbj				I	L	Arandai	
jbk				I	L	Barikewa	
jbn				I	L	Nafusi	
jbo	jbo	jbo		I	C	Lojban	
jbr				I	L	Jofotek-Bromnya	
jbt				I	L	Jabutí	
jbu				I	L	Jukun Takum	
jbw				I	E	Yawijibaya	
jcs				I	L	Jamaican Country Sign Language	
jct				I	L	Krymchak	
jda				I	L	Jad	
jdg				I	L	Jadgali	
jdt				I	L	Judeo-Tat	
jeb				I	L	Jebero	
jee				I	L	Jerung	
jeh				I	L	Jeh	
jei				I	L	Yei	
jek				I	L	Jeri Kuo	
jel				I	L	Yelmek	
jen				I	L	Dza	
jer				I	L	Jere	
jet				I	L	Manem	
jeu				I	L	Jonkor Bourmataguil	
jgb				I	E	Ngbee	
jge				I	L	Judeo-Georgian	
jgk				I	L	Gwak	
jgo				I	L	Ngomba	
jhi				I	L	Jehai	
jhs				I	L	Jhankot Sign Language	
jia				I	L	Jina	
jib				I	L	Jibu	
jic				I	L	Tol	
jid				I	L	Bu	
jie				I	L	Jilbe	
jig				I	L	Jingulu	
jih				I	L	sTodsde	
jii				I	L	Jiiddu	
jil				I	L	Jilim	
jim				I	L	Jimi (Cameroon)	
jio				I	L	Jiamao	
jiq				I	L	Guanyinqiao	
jit				I	L	Jita	
jiu				I	L	Youle Jinuo	
jiv				I	L	Shuar	
jiy				I	L	Buyuan Jinuo	
jje				I	L	Jejueo	
jjr				I	L	Bankal	
jka				I	L	Kaera	
jkm				I	L	Mobwa Karen	
jko				I	L	Kubo	
jkp				I	L	Paku Karen	
jkr				I	L	Koro (India)	
jku				I	L	Labir	
jle				I	L	Ngile	
jls				I	L	Jamaican Sign Language	
jma				I	L	Dima	
jmb				I	L	Zumbun	
jmc				I	L	Machame	
jmd				I	L	Yamdena	
jmi				I	L	Jimi (Nigeria)	
jml				I	L	Jumli	
jmn				I	L	Makuri Naga	
jmr				I	L	Kamara	
jms				I	L	Mashi (Nigeria)	
jmw				I	L	Mouwase	
jmx				I	L	Western Juxtlahuaca Mixtec	
jna				I	L	Jangshung	
jnd				I	L	Jandavra	
jng				I	E	Yangman	
jni				I	L	Janji	
jnj				I	L	Yemsa	
jnl				I	L	Rawat	
jns				I	L	Jaunsari	
job				I	L	Joba	
jod				I	L	Wojenaka	
jog				I	L	Jogi	
jor				I	E	Jorá	
jos				I	L	Jordanian Sign Language	
jow				I	L	Jowulu	
jpa				I	H	Jewish Palestinian Aramaic	
jpn	jpn	jpn	ja	I	L	Japanese	
jpr	jpr	jpr		I	L	Judeo-Persian	
jqr				I	L	Jaqaru	
jra				I	L	Jarai	
jrb	jrb	jrb		M	L	Judeo-Arabic	
jrr				I	L	Jiru	
jrt				I	L	Jorto	
jru				I	L	Japrería	
jsl				I	L	Japanese Sign Language	
jua				I	L	Júma	
jub				I	L	Wannu	
juc				I	E	Jurchen	
jud				I	L	Worodougou	
juh				I	L	Hõne	
jui				I	E	Ngadjuri	
juk				I	L	Wapan	
jul				I	L	Jirel	
jum				I	L	Jumjum	
jun				I	L	Juang	
juo				I	L	Jiba	
jup				I	L	Hupdë	
jur				I	L	Jurúna	
jus				I	L	Jumla Sign Language	
jut				I	H	Jutish	
juu				I	L	Ju	
juw				I	L	Wãpha	
juy				I	L	Juray	
jvd				I	L	Javindo	
jvn				I	L	Caribbean Javanese	
jwi				I	L	Jwira-Pepesa	
jya				I	L	Jiarong	
jye				I	L	Judeo-Yemeni Arabic	
jyy				I	L	Jaya	
kaa	kaa	kaa		I	L	Kara-Kalpak	
kab	kab	kab		I	L	Kabyle	
kac	kac	kac		I	L	Kachin	
kad				I	L	Adara	
kae				I	E	Ketangalan	
kaf				I	L	Katso	
kag				I	L	Kajaman	
kah				I	L	Kara (Central African Republic)	
kai				I	L	Karekare	
kaj				I	L	Jju	
kak				I	L	Kalanguya	
kal	kal	kal	kl	I	L	Kalaallisut	
kam	kam	kam		I	L	Kamba (Kenya)	
kan	kan	kan	kn	I	L	Kannada	
kao				I	L	Xaasongaxango	
kap				I	L	Bezhta	
kaq				I	L	Capanahua	
kas	kas	kas	ks	I	L	Kashmiri	
kat	geo	kat	ka	I	L	Georgian	
